17834,Ein Minut Und Gut ,10/1925,1925,
17835,Men Shtupt Zich ,10/1925,1925,
17836,A Yiddishe Mame ,10/1925,1925,
17837,"Du Bizt A Malach Fun Himmel, fun ''Goldenem Solat''",10/1925,1925,
17838,Shteiger's Unshuld,01/1926,1926,
17839,Zion March ,01/1926,1926,
17840,Zol Es Gehn Wie Es Geht ,02/1926,1926,
17841,Du Bizta Melech Fun Himel; Der Goldene Soldat (The Golden Soldier),02/1926,1926,
17842,Immigrant,02/1926,1926,
17843,Men Lost Nit Ze Sim Pusik ,02/1926,1926,
17844,"March, March, from ''Katinka'' ",02/1926,1926,
17845,"Bluff Bluff, from ''Katinka'' ",02/1926,1926,
17846,Mame Shlug Mich Nit ,04/15/1926,1926,
17847,Pakt Eich Ein ,04/15/1926,1926,
17848,Amerika,06/29/1926,1926,
17849,Was Gewen Is Gewen ,10/1926,1926,
17850,Der Raizenhander ,10/1926,1926,
17851,Halvai Volt Ich Gefolgt Mein Weib ,01/1927,1927,
17852,Der Chosen Farlangt Dem Naden ,01/1927,1927,
17853,"Veil Is Dein Taten In Git Is Der Mamen (What  Is Right For Your
 Father Is Right For Your Mother), from ''Yidel Fun Der South''
",04/22/1927,1927,5-person choir
17854,"Ich Vel Shtendik Gedeinken Die Oigen
 (I Will Always Think Of Your Eyes), from
 ''Dos Yiddel Fun Der South''
",04/22/1927,1927,5-person choir
17855,Papirene Kinder ,11/1927,1927,
17856,Dos Elende Kind ,11/1927,1927,
17857,Die Drei Schwesters (The Three Sisters),03/05/1928,1928,8-person orchestra
17858,Familienglick (Family Happiness),03/05/1928,1928,8-person orchestra
17859,Die Drei Shwestern ,03/12/1928,1928,with Max Salken 
17860,Deir Arbeiter,03/12/1928,1928,
17861,Beigelach (Pretzels),06/26/1929,1929,
17862,"Mames Hit Aiere Meidlach (Mothers, Guard Your Girls)",06/26/1929,1929,
17863,Dus Is De Liebe (Galician Wedding),12/26/1928,1928,
17864,Teibelach Zwei (Two Doves),12/26/1928,1928,
17865,Treren,02/27/1929,1929,
17866,Kosel Marbvi ,02/27/1929,1929,
17867,A Lullaby ,02/27/1929,1929,
17868,Etelle And Mottele ,02/27/1929,1929,with Alexander Vikinsky
17869,Das Pekele ,1905,1905,
17870,"Der Chosidil, fun ''Chchmas Noshim'' ",1905,1905,
17871,"March, fun ''The 2 Tanoim'' ",1905,1905,
17872,"Zurik Aheim, fun ''The 2 Tanoim'' ",1905,1905,
17873,"Die Roiber, fun ''The 2 Tanoim'' ",1905,1905,
17874,Zion Tanz ,1905,1905,
17875,Dem Rebins March,1905,1905,
17876,Popuri,1905,1905,
17877,Allchett,1904,1904,
17878,Eil Molei Rachmim ,1904,1904,
17879,Emes,1904,1904,
17880,"Die Fier Chasidim, fun ''Dovids Fidele'' ",1904,1904,
17881,Die 4 Kailikes ,1904,1904,
17882,"Die 4 Kashes, fun ''Dem Sader Nacht""",1904,1904,
17883,"Die Fier Bettler, fun ''Hadasse'' ",1904,1904,
17884,"Die 4 Schnorrers, fun ''Yeshiva Bocher'' ",1904,1904,
17885,"Die 4 Soldaten, fun ''Yerusolaim'' ",1904,1904,
17886,"Hamavdel, fun ''Dem Taten'' ",1904,1904,
17887,"Hajom Haras Ojlom, fun ''Boruch Shor'' ",1904,1904,
17888,Isroilik Kum A Haim ,1904,1904,
17889,Der Kadish Far Mrs. Karp ,1904,1904,
17890,"Koli Shma, fun ''Die Gebrochene Herzer'' ",1904,1904,
17891,Der Kadish Fun Schwarzen Yiden ,1904,1904,
17892,Kinder Kwartet ,1904,1904,
17893,"Roete Yiden, fun ''Die Sader Nacht'' ",1904,1904,
17894,Uwchain Jischadosh ,1904,1904,
17895,"Die Chasidim, from ''2 Kuni Lemel'' ",1905,1905,
17896,"Der Chosedil, fun ''Chochmas Noshim'' ",1905,1905,
17897,"Menucho Wesimocho, fun ''Goles Russand""",1905,1905,
17898,Die Ferbonsete Neshome ,1905,1905,
17899,"Agite Woch, fun ""Tisso Essler'' ",1905,1905,
17900,"Koll Mevaser, fun ''Chochmas Noshim""",1905,1905,
17901,"Boruch Habo, fun ''Gavriel""",1905,1905,
17902,Be Me ,1905,1905,
17903,"Mein Matone, fun ''Chochmas Noshim'' ",1905,1905,
17904,"Of Jener Zeit, fun ''Tahras Hamishpocho Gordons'' ",1905,1905,
17905,"Widu, fun ''Gavriel'' ",1905,1905,
17906,Die 4 Batlonim ,1905,1905,
17907,Ato Chosen ,04/1917,1917,
17908,B'sefer Chayim ,04/1917,1917,
17909,Kvodo Und Mimkomo ,04/1917,1917,
17910,Yishtabach,04/1917,1917,
17911,Russian Walse ,1906,1906,
17912,Russian Kamarinskaja ,1906,1906,
17913,A Breiges Tanz ,1906,1906,
17914,Troika,1906,1906,
17915,Russian Kamarinskaja ,1907,1907,
17916,A Breigas Tanz ,1907,1907,
17917,"Der Dibbuk Forshpiel, fun ''Dibbuk'' ",04/1922,1922,
17918,Biz In Weisen Tog Arayn ,06/1923,1923,
17919,Sarba Plugarului ,06/1923,1923,as Orchestra Nationala
17920,Gelebt Und Gelacht ,06/1923,1923,
17921,Hora Plugarului ,06/1923,1923,as Orchestra Nationala
17922,"Dort Vu Liebe Dort Iz Glick, fun ""Models Fun Liebe''",11/1925,1925,
17923,"Models Fun Liebe, fun ''Models Fun Liebe'' ",11/1925,1925,
17924,"Zorg Nit Mama (Nie Platch Mama), fun ''Volodka In Odess''",04/1926,1926,
17925,"Rochele, fun ''Volodka In Odess'' ",04/1926,1926,
17926,"Mein Malechel, fun ''Siomka Vert A Chusen'' ",8/1926,1926,
17927,"Wein, Weib Und Gezang, fun ''Siomka Vert A Chusen""",8/1926,1926,
17928,"Ich Hob Dich Lieb, fun ''In Gorten Fun Liebe''",12/1926,1926,
17929,"A Gute Heim, fun ''In Gorten Fun Liebe'' ",12/1926,1926,
17930,"Mein Mame's Liedele, fun ''In Gorten Fun Liebe''",02/1927,1927,
17931,Breingt Mir Mein Mamen Fun Yener Zeit ,02/1927,1927,
17932,Dos Yiddel Fun Der South,03/1927,1927,
17933,"Ich Mel Shtendig Gedenken Deine Oigen fun ""Dos Yiddel Fun Der South""",03/1927,1927,
17934,Levine Mit Zein Flihender Machine,06/1927,1927,
17935,Hurra! Far Unzer Held Levine,06/1927,1927,
17936,"Giborel Isroel, fun ""Reqizele""",08/1927,1927,
17937,"Reizele, fun ""Reizele""",08/1927,1927,
17938,"Yeden Tog An Ander Meidel!, fun ""Oi, Iz Dos A Meidel""",12/1927,1927,
17939,"Auf'n Honeymoon, fun ""Oi, Iz Dos A Meidel""",12/1927,1927,
17940,Leibende Herzer (Loving Hearts),04/27/1928,1928,9-man orchestra
17941,Russisches Wiegenlied (Russian Lullaby),04/27/1928,1928,9-man orchestra
17942,"Trink Lied (Drinking Song), from ""Mazel Brocheh""",04/27/1928,1928,9-man orchestra
17943,"Chasene Huben Is Gut (Happiness Of Married Life), from ""Mazel Brocheh""",04/27/1928,1928,9-man orchestra
17944,"Der Frehlicher Shuster, fun ""Mazel-Brocheh""",05/1928,1928,
17945,"Liebe Iz Kein Kinder Shpiel, fun ""Mazel-Brocheh""",05/1928,1928,
17946,"Sonetchka, from ""Circus Girl""",08/23/1928,1928,10-man orchestra
17947,Schwarze Oigen (Black Eyes),08/23/1928,1928,10-man orchestra
17948,"Mir Zol Sein Fur Dir (Devotion), from ""Circus Girl""",10/2/1928,1928,11-man orchestra
17949,"Sheine Doll (Beautiful Doll), from ""Circus Doll""",11/27/1928,1928,9-man orchestra
17950,Rumenishe (Roumanian Inn) ,03/09/1929,1929,10-man orchestra
17951,Mein Mame (My Mother),03/09/1929,1929,10-man orchestra
17952,Yugend (Youth),04/16/1929,1929,
17953,Rozinkes Und Mandlen (Raisins And Almonds),04/16/1929,1929,
17954,"Mame, Yiddishe Mame (Mother, Jewish Mother) Pt. 1",04/16/1929,1929,
17955,"Mame, Yiddishe Mame (Mother, Jewish Mother) Pt. 2",04/16/1929,1929,
17956,Mein Folk (My People),12/10/1929,1929,
17957,Deine Sheine Oigen (Your Beautiful Eyes),12/10/1929,1929,
17958,The Bird; Die Schine,03/18/1918,1918,
17959,Main Harz Zugeiht In Mir (My Heart Is Heavy),5/29/1918,1918,
17960,Schein Bin Ich; Wie Singt Der Chossidl,05/29/1918,1918,
17961,Zehn Brider (Ten Brothers),05/29/1918,1918,
17962,Zurick A Heim (Back Home),07/15/1916,1916,
17963,Moishe Iosel In The Yiddish Theater,07/15/1916,1916,
17964,Gechapt (I Caught),07/15/1916,1916,
17965,The Grine (The Green Horns),07/15/1916,1916,
17966,Misplach Fun A Dul Hoise (Story From An Insane House),07/15/1916,1916,
17967,The Sweat Shop,07/15/1916,1916,
17968,The Sweat Shop,11/22/1916,1916,
17969,Hais Un Calt (Hot And Cold),11/22/1916,1916,
17970,To Let,11/22/1916,1916,
17971,Mine Millionen (My Millions),04/02/1917,1917,
17972,Oif An Ocshion Sale (At An Auction Sale),04/02/1917,1917,
17973,Der Romanen Laiser (The Novel Reader),04/02/1917,1917,
17974,A Traier Shoimer (A True Watchman),04/02/1917,1917,
17975,Mine Millionen (My Millions),06/06/1917,1917,
17976,A Rabbi's Drushe (A Rabbi's Sermon),10/16/1929,1929,
17977,Der Shicker (The Drunkard) - Character Sketch,10/16/1929,1929,
17978,Ershele Astropolier,10/23/1929,1929,
17979,Lebel Soll Coiumbus,03/1916,1916,
17980,Chassidic Nigun,07/11/1939,1939,
17981,Arabian Nigun And Dance,07/11/1939,1939,included in album 104
17982,Cradle Songs,07/11/1939,1939,included in album 104
17983,M'Lavah Malkoh - Chasidic Dance After Sabbath,07/11/1939,1939,included in album 104
17984,Dance of Reb Meyer - Chasidic Dance,07/11/1939,1939,included in album 104
17985,Medley Of Jewish Folk Songs,07/11/1939,1939,included in album 104
17986,Unser Rebenu,07/11/1939,1939,included in album 104
17987,Reb Schmuel's Nigun,07/11/1939,1939,included in album 104
17988,Pischu Li,08/09/1919,1919,
17989,Adonoy Adonoy; Wani Sfilosi,08/09/1919,1919,
17990,V'shomru,06/04/1919,1919,
17991,V'al Kulom,06/04/1919,1919,
17992,V'shom'ru,08/09/1919,1919,
17993,Zion Zion ,04/30/1915,1915,
17994,"Dort, Wo Die Zeder-Zionist Song",04/30/1915,1915,
17995,Ahawas Oilom,05/03/1915,1915,
17996,Aili Aili,05/03/1915,1915,Matrix 45593 may have been released on Co E2856
17997,"Eli Eli, Lomo Asavtoni",07/29/1915,1915,
17998,Lschono Haboh,07/29/1915,1915,
17999,Wenl Kulorn Eleila Slichos,07/29/1915,1915,
18000,Ahsewas Aiborn,07/29/1915,1915,
18001,"Eili, Eili Lomo Asavtoni",1916,1916,
18002,Rochel Mevake Al Bonaiho (Rachel Is Weeping For Her Children),02/21/1921,1921,
18003,"Aw Horachamim Hoo Lyrachaim (Have Mercy, Oh Father)",02/21/1921,1921,
18004,Rochel Mevake Al Bonaiho (Rachel Is Weeping For Her Children),03/14/1921,1921,
18005,"Av Horachamim Hoo Lyrachaim (Have Mercy, Oh Father)",03/14/1921,1921,
18006,Ticanto Shabes - Pt. 1,06/27/1921,1921,
18007,Ticanto Shabes - Pt. 2,06/27/1921,1921,
18008,Brich Shmei (Blessed Be The Name),07/21/1921,1921,male chorus
18009,Boruch Adonoi Bayom (Blessed Be The Lord),07/21/1921,1921,male chorus
18010,Brich Shmei (Blessed Be The Name),09/01/1921,1921,
18011,Boruch Adonoi Bayom (Blessed Be The Lord),09/01/1921,1921,
18012,K'Shimcho (For According To Thy Name) - Passover Prayer,03/21/1922,1922,
18013,Udom Jesoidoi Meofor (In Truth Thou Art The Creator),03/21/1922,1922,
18014,A Dudele,08/30/1922,1922,
18015,In Cheder'l (In School),9/5/1922,1922,
18016,Sei Choir Adonoj Mehojulomn (O God What Has Befallen Us),10/25/1922,1922,
18017,Ein Kemechal (There Is No One But God),12/26/1922,1922,
18018,Ahavat Rahya (Die Frau's Liebe) (The Wife's Love) - Arabian Song,1/31/1923,1923,
18019,R'Zei Adonoi Elohanji (God Grant Us Our Prayers),03/29/1923,1923,
18020,Havdolo (Sabbath Prayer),03/29/1923,1923,
18021,Havdolo,4/13/1923,1923,
18022,Chasnd'l Off Shabos,06/15/1923,1923,
18023,Mikita,06/14/1923,1923,
18024,Ato Yazarto (Thou Hast Created Thy World) - Pt. 1,07/17/1923,1923,
18025,Ato Yazarto (Thou Hast Created Thy World) - Pt. 2,07/17/1923,1923,
18026,Ato Yazarto (Thou Hast Created Thy World) - Pt. 1,09/02/1923,1923,
18027,Mai Ko Mashma Lon,08/27/1923,1923,
18028,Mazeltov (Good Luck),08/27/1923,1923,
18029,Mai Ko Mashma Lon,10/04/1923,1923,
18030,Samd Und Sterne,10/25/1923,1923,
18031,Der Ner Tomid (The Eternal Flame),03/06/1924,1924,
18032,Cheschbojn Zedek (Day of Reckoning),03/05/1924,1924,
18033,Leolom Yehei Odom - Pt. 1,05/29/1924,1924,
18034,Leolom Yehei Odom - Pt. 2,05/29/1924,1924,
18035,Al Chet! (Confession),09/03/1924,1924,
18036,Gesang Fun'm Berdivitchever Rebbe (Chant Of The Rabbi Of Berditscher),09/03/1924,1924,
18037,Mimkomcho - from Saturday Morning Prayer,12/09/1924,1924,
18038,Mogen Ovos - from Saturday Night Prayer,12/09/1924,1924,
18039,Ovinu Malkeinu,03/11/1925,1925,
18040,Min Ametzar,03/11/1925,1925,
18041,The Prophecy Of Isaiah; Reffoenu,04/27/1925,1925,
18042,The Prophecy Of Isaiah - Pt. 1,05/05/1925,1925,
18043,The Prophecy Of Isaiah - Pt. 2,05/05/1925,1925,
18044,The Prophecy Of Isaiah - Pt. 1,05/20/1925,1925,
18045,The Prophecy Of Isaiah - Pt. 1,06/22/1925,1925,
18046,Dus Yiddishe Lied (The Jewish Song) - Pt. 1,07/22/1925,1925,
18047,Dus Yiddishe Lied (The Jewish Song) - Pt. 2,07/22/1925,1925,
18048,Dus Yiddishe Lied (The Jewish Song) - Pt. 1,10/14/1925,1925,
18049,Dus Yiddishe Lied (The Jewish Song) - Pt. 2,10/14/1925,1925,
18050,Tikanto Shabos (Thou Didst Institute The Sabbath) - Pt. 1,01/04/1926,1926,
18051,Tikanto Shabos (Thou Didst Institute The Sabbath) - Pt. 2,01/04/1926,1926,
18052,Misraze Berach Min (O Thou Who Art Oppressed),01/21/1926,1926,
18053,"Zurim Omrem (Stranger, Stay)",01/21/1926,1926,
18054,Dos Pastuchel (The Shepherd),01/1926,1926,
18055,Der Yid In Beis-Hamedrosh (The Hebrew In The Synagogue),01/1926,1926,
18056,V'yo V'yo Ferdelach,05/1926,1926,
18057,Die N'gidim Un Die Kabtzonim,05/1926,1926,
18058,Mizratzeh B'rachmin,08/1926,1926,
18059,La Piedad Dulcifica-Plegaria,08/1926,1926,
18060,Eilu Devorim,08/1926,1926,
18061,Cosas Imcomparables,08/1926,1926,
18062,Tanchum,12/1926,1926,
18063,"Af B'ri, fun ""Geshem""",12/1926,1926,
18064,Tal,02/1927,1927,
18065,"Hashem, Hashem, Eil Rachun Vechanun",02/1927,1927,
18066,Yismach Moisheh,04/1927,1927,
18067,Menasheh,04/1927,1927,
18068,Menasheh,05/1927,1927,
18069,Sh'ma Koleinu,06/1927,1927,
18070,Al Tashlicheinu Less Ziknoh,06/1927,1927,
18071,Ovuno Malkeinu,10/1927,1927,
18072,Toireh Iz Die Beste S'choireh,10/1927,1927,
18073,Umipnei Chatoeinu,01/1928,1928,
18074,Ovinu Malkeinu,01/1928,1928,
18075,Akayyu Ben Mahalel Oimer,07/1928,1928,
18076,Habeit Mishomaim Ureh,07/1928,1928,
18077,V'ohavto Lereacho Komochu,11/1928,1928,
18078,Chazonim Auf Probe,11/1928,1928,
18079,Lachupeh - Pt. 1,1927-1928,1927,
18080,Lachupeh - Pt. 2,1927-1928,1927,
18081,Lieder Krantz - Pt. 1,1927-1928,1927,
18082,Lieder Krantz - Pt. 2,1927-1928,1927,
18083,"Fleishige Yidden, Milchige Yidden Un Pareve Yidden",03/1929,1929,
18084,Der Lamden,03/1929,1929,
18085,Aneinu,08/1929,1929,
18086,Halbein Chatoeinu,08/1929,1929,
18087,Die Brochen Fun Halel,02/1930,1930,
18088,Modim Anachnu Loch,02/1930,1930,
18089,Asra (Der Shklaf),05/11/1916,1916,
18090,Moischelach And Schloimelach,05/11/1916,1916,
18091,Raisins And Almonds; Di Alte Kasche,01/21/1919,1919,
18092,Bulgarian Song And Dance,11/10/1916,1916,
18093,Sadegerer Chused'l (Dance Of The Disciples Of The Sadegerer Rabbi),12/9/1918,1918,
18094,Beim Reben's Sideh (Sabbath At The Rabbi's Table),12/9/1918,1918,
18095,Fin Der Chipe (Home From The Wedding),12/9/1918,1918,
18096,Za Za Za (La La La),12/9/1918,1918,
18097,Mazel Tov ,12/9/1918,1918,
18098,A Mitzve Tencel (Orthodox Thanksgiving Dance),12/9/1918,1918,
18099,Der Supper March ,1918-1919,1918,
18100,Rusish Sher Und Kadril ,1918-1919,1918,
18101,Die Cale-Polonaise ,1918-1919,1918,
18102,Mein Geliebte-Polka Mazurka ,1918-1919,1918,
18103,Fun Der Chuppe ,1918-1919,1918,
18104,Wedding Dance-March ,1918-1919,1918,"as ""Russian-Jewish Orchestra"""
18105,Zion March,1918-1919,1918,
18106,The Hope Of Israel-Zion March ,1918-1919,1918,"as ""Russian-Jewish Orchestra"""
18107,"Dance Of The Flower (Valse De Fleur), from ""The Nutcracker Suite""",1919,1919,
18108,Second Hungarian Rhapsody,1919,1919,
18109,Chupe Tanz - Wedding Dance,04/1921,1921,
18110,Rusishe Kozatsky,04/1921,1921,
18111,A Mitzve Tenzel,08/1921,1921,
18112,Ukrainer Chosidl,08/1921,1921,
18113,Galician Scheir,08/1921,1921,
18114,Russian Scheir,08/1921,1921,
18115,Ukrainer Chusid'l,11/1922,1922,
18116,Molivar Bolgar,11/1922,1922,
18117,Bessarabier Chosid'l,12/14/1922,1922,
18118,Mazel Tov Shvehr Un Schveiger,12/14/1922,1922,
18119,Kamenetzer Bulgar,12/14/1922,1922,
18120,Russian Sheir,12/14/1922,1922,
18121,Galicianer Wolich'l,1923,1923,
18122,Hungarishe Chosid'l,1923,1923,
18123,Kamenetza Bulgar,1923,1923,
18124,Bessarabier Chosid'l,1923,1923,
18125,Bucharester Chusid'l,03/1924,1924,
18126,Berditchiver Chusid'l,03/1924,1924,
18127,Chotiner Bulgar (Der Zwilling),03/1924,1924,
18128,Hungarischer Chusid'l,03/1924,1924,
18129,L'Italo Spanolo Valzer-Russian Ball Dance,05/1924,1924,
18130,L'Aspettative D'Amore Valzer,05/1924,1924,
18131,Wengerka,05/1924,1924,
18132,Kracowak,05/1924,1924,
18133,Do Slubu (To The Wedding),06/06/1924,1924,
18134,Moja Kochana (My Sweetheart) - Polka Mazurka,06/06/1924,1924,
18135,Wesoła Wiesniaczka (Happy Peasant) - Polka,06/06/1924,1924,
18136,Pan Piotrowsky (Mr. Piotrowsky) - Poka,06/06/1924,1924,
18137,Russky Balny Tanietz,06/1924,1924,
18138,"Caucasian Dance ""Lezginka""",06/1924,1924,
18139,Ukrainer March,06/1924,1924,
18140,Autumn Winds Waltz,06/1924,1924,
18141,Russian Sheir,08/1925,1925,
18142,Bessarabier Chosid'l-A Fralich Tantz,08/1925,1925,
18143,Weiber Iente Geit Of Mylchumy,05/16/1916,1916,
18144,Shveig Telebende,05/16/1916,1916,
18145,Zvie Chusonem (The Two Grooms),05/23/1916,1916,
18146,Dus Fifte Gebot (The Fifth Command),05/23/1916,1916,
18147,"Tchepe Dich Up (Don't Bother Me), from ""A Mench Zol Men Zine""",06/22/1916,1916,
18148,"Tchepe Dich Up (Don't Bother Me), from ""A Mench Zol Men Zine""",07/06/1916,1916,
18149,"Ladies First, from ""Ladies First""",07/06/1916,1916,
18150,"Beizir Zich (Don't Be Angry, Mendel)",07/06/1916,1916,
18151,"Mendel Bizt Asheiner (Kol Shadi) (Mendel, You're Good Looking)",10/31/1916,1916,
18152,"Abram Fifzig (Abram Fifty), from ""Home Sweet Home""",10/31/1916,1916,
18153,A Veibel A Teibel (A Wife A Dove),11/16/1916,1916,with Gus Goldstein
18154,Jakali (Jack),11/16/1916,1916,
18155,Die Mame,early 1917,1917,
18156,Seichel Darf Men Huben,early 1917,1917,
18157,Boyes Ich Bin Zum Haben,early 1917,1917,
18158,A Kind Un A Heim,early 1917,1917,
18159,Chinka Pinka,03/08/1917,1917,
18160,Litvak And Galicianer,03/08/1917,1917,
18161,Madlich (Girls),03/08/1917,1917,
18162,Chinka Pinka,04/27/1917,1917,
18163,Shachna And Yachna,04/27/1917,1917,
18164,Der Yiddisher Volunteer (The Jewish Volunteer),06/12/1917,1917,
18165,Ohn A Mame (Without A Mother),06/19/1917,1917,
18166,Moisha Kapoir,06/19/1917,1917,with Jacob Jacobs
18167,Hello New York,06/21/1917,1917,
18168,A Gris Fin America (Regards From America),06/21/1917,1917,
18169,Yenta Gait Zech Registin (Yenta Goes To Register),06/21/1917,1917,
18170,Moisha Kapoir Muft (Moisha Kapoir Moves),06/21/1917,1917,
18171,"Columbuses Meedeena (melody of ""I Love A Lassie"")",09/26/1917,1917,
18172,"Somid In Seid (melody of ""Some Of These Days"")",09/26/1917,1917,
18173,Shpielendik,09/26/1917,1917,
18174,Un A Man (Without A Husband),09/26/1917,1917,
18175,A Gett (A Divorce),11/01/1917,1917,
18176,I Should Worry,11/22/1917,1917,
18177,Hot Nit Chosena (Don't Get Married),11/22/1917,1917,
18178,Hot Nit Chosena (Don't Get Married),11/30/1917,1917,with Jacob Jacobs
18179,Of Dem Stoop,11/30/1917,1917,
18180,Gimpel Bainish,11/30/1917,1917,with Jacob Jacobs
18181,Tfile La Milchuma (War Prayer),12/26/1917,1917,
18182,Mames Gebate,12/26/1917,1917,
18183,Beile Lie In America,1917,1917,with Jacob Jacobs
18184,Yachne Und Shachne,1917,1917,with Jacob Jacobs; Grand Pree 18511 as COHEN AND MARKS
18185,A Griss Fun Der Heim,1917,1917,
18186,Litvack Un Galitzianer,1917,1917,with Jacob Jacobs; Grand Pree 18511 as COHEN AND MARKS
18187,Wen Die Bois Welen Komen Zurik (When The Boys Come Back),03/19/1918,1918,
18188,The Gambler,03/21/1918,1918,
18189,The Gambler,04/11/1918,1918,
18190,Milchuma Zivishen Litta In Galitzia,05/17/1918,1918,with Jacob Jacobs
18191,Goodbye Kaiser,05/17/1918,1918,with Jacob Jacobs
18192,A Gris Fun De Trenches,05/17/1918,1918,
18193,Die Polisha Chosena (The Polish Wedding),06/27/1918,1918,
18194,Dame Rebbins Nisem (The Rabbi's Wonders),06/27/1918,1918,
18195,Ven Misheach Vet Kimen (When Messiah Comes),06/27/1918,1918,
18196,De Lustika Yedalich (The Joily Hebrews),01/20/1919,1919,with Jacob Jacobs
18197,De Yiddisha Leibe (Yiddisha Love),01/20/1919,1919,with Jacob Jacobs
18198,Up Town And Down Town,01/20/1919,1919,with Jacob Jacobs
18199,Mozeltof Michatainista,01/20/1919,1919,
18200,Goodbye France [in English],03/13/1919,1919,
18201,Peerim (Holiday),06/26/1919,1919,
18202,Fishal Duvid Der Milomid (Fisher David The Teacher),06/26/1919,1919,
18203,Der Chulim (The Dream),06/26/1919,1919,
18204,Git Is Zi Huben Gelt (It's Great To Have Money),06/26/1919,1919,
18205,Fish Off Shabbis (Fish For Saturday),09/18/1919,1919,
18206,Der Italiainer (The Italian),09/18/1919,1919,
18207,Git Is Zi Huben Gelt (It's Great To Have Money),09/30/1919,1919,
18208,De Suffragetky (The Suffragette),09/30/1919,1919,
18209,"Leib, Leib (What Is Love)",09/30/1919,1919,
18210,Zwei Zeilen (Two Loving Souls),09/30/1919,1919,
18211,Ich Ti Alles Vus Mein Mama Hot Geteen (I Do Everything Mother Used To Do),12/15/1919,1919,"File note: Mr. Jacobs suggested changing the title to ""Yiddisha Jazz."""
18212,Dus Zvaita Vab (The Second Wife),12/15/1919,1919,
18213,You Know What I Mean,12/15/1919,1919,
18214,Kinder Kint A Heim (Children Come Home),12/23/1919,1919,
18215,Chana Pesel Bam Doctor,01/07/1920,1920,
18216,Der Chusid Un De Datchki,01/07/1920,1920,
18217,A Gris Fin Der Alter Heim (Regards From The Old Country),01/19/1920,1920,
18218,Tzipka,03/26/1920,1920,
18219,De Movies,03/26/1920,1920,
18220,Der Zadi In Amerika,03/26/1920,1920,with Jacob Jacobs
18221,De Yiddisha Shimmy,03/26/1920,1920,with Jacob Jacobs
18222,Noch Amul,06/24/1920,1920,with Jacob Jacobs
18223,Nisht Tu De Zeiten Fin Amul (Days Gone Bye),06/24/1920,1920,with Jacob Jacobs
18224,A Kind Is De Velt (A Child Is Paradise),06/30/1920,1920,
18225,Ayruhom,07/09/1920,1920,
18226,Nit Mehr Ve A Traum (Life Is A Dream),07/09/1920,1920,
18227,Greet Shabbis (The Holy Sabbath),07/09/1920,1920,
18228,Shabbis Tug (Sabbath Day),10/25/1920,1920,
18229,Chanchi Loift Mayor (Chanchi Runs For Mayor),10/25/1920,1920,with Jacob Jacobs
18230,A Mame's Treren (Mother's Tears),11/19/1920,1920,
18231,Yenta Lernt Die Migilla,06/02/1921,1921,
18232,Mendel Kolbinik Krigt A Breve Fin American (Mendel Kolbinik Receives A Letter From America),06/02/1921,1921,
18233,Chana Pesel Biam Telefone (Chana Pesel At The Phone),06/02/1921,1921,
18234,Die Karger Chusin Un Kale (The Thrifty Lover),06/02/1921,1921,
18235,"Dus Chipe Kleid (The Bridal Gown), from ""Dus Chipe Kleid""",06/10/1921,1921,
18236,Folk Lieder (Folk Songs From Rabbi's Nigin),09/10/1921,1921,with Jacob Jacobs
18237,Rachmones! Rachmones!,09/10/1921,1921,
18238,Rachmones! Rachmones!,09/28/1921,1921,
18239,"Wen Mir Welen Weren Reich, from ""Bobes Yerishe""",12/08/1921,1921,
18240,"Ich An Dir Un Dir Mi, from ""Upstairs And Down""",12/08/1921,1921,
18241,Yente Telebende,03/21/1922,1922,
18242,Kinder Liebe (Child Love),03/21/1922,1922,
18243,Chana Pesel Fuhrt In An Automobile (Chana Pesel Takes And Automobile Ride),03/28/1922,1922,
18244,Yente Telebende Chapt A Schwin (Yente Telebende Takes A Swim),03/29/1922,1922,
18245,"Ich An Dir Un Dir Mir, from ""Upstairs and Down""",07/07/1922,1922,with Jacob Jacobs
18246,Chicken,07/07/1922,1922,
18247,Yenta Mi Dame Radio Phone,11/14/1922,1922,"File note: Victrola used to play ""Officer Of The Day"" in this selection."
18248,Lemel Un Seine Szex Vaiber (Lemel And His Six Wives) - Laughing Specialty,11/14/1922,1922,
18249,Yiddish Laughing Novelty,11/14/1922,1922,in Yiddish and English
18250,"Yente Bleibt A Yente, fun ""Yente Fun Yener Velt""",02/1923,1923,
18251,"Vu Is Mein Yukel, fun ""Die Amerikaner Rebetzin""",02/1923,1923,
18252,Der Greener Yanke (The Foreign Yankee),04/03/1923,1923,
18253,A Mame Darf Min Heren (A Mother You Must Obey),04/03/1923,1923,
18254,Vio Pherdalich (Hurry Up Horse),04/03/1923,1923,with Jacob Jacobs
18255,Der Shodchin (The Matchmaker),04/03/1923,1923,
18256,Helft Die Yidden In Russland,06/1923,1923,
18257,Fergesene Mames,06/1923,1923,
18258,An Orem Yosoimele,06/02/1923,1923,
18259,Frauen Nacht In A Terkishe Bath (Ladies Night In A Turkish Bath),07/31/1923,1923,with Betty Jacobs
18260,Yenta Bam Dentist,07/31/1923,1923,with Jacob Jacobs
18261,Tateniu Mameniu (Mother And Father),10/24/1923,1923,with Joseph Feldman
18262,Nochas Fon A Kind,10/24/1923,1923,with Joseph Feldman
18263,Roumanaeish Feferlach,10/24/1923,1923,
18264,Lomir Zech Iberbeten (Let's Make Up),10/31/1923,1923,
